Trial,N,structure_instance_num,structure,num_X_vars,g,g_level,randomize_update_seq,b_distro,b_0_is_zero,normalize_bs,error_variance,normalize_yis,uninformed_rate,g_rate,MA_R2_Adj__t_100,MA-p_value__t_100,Outliers_Dropped__t_100,Max_Y__100,Max_Corr_Y__100,Classification__t_100,MA_R2_Adj__t_250,MA-p_value__t_250,Outliers_Dropped__t_250,Max_Y__250,Max_Corr_Y__250,Classification__t_250,MA_R2_Adj__t_500,MA-p_value__t_500,Outliers_Dropped__t_500,Max_Y__500,Max_Corr_Y__500,Classification__t_500
189,1000,2,Directed Random Tree (Reversed),1,1,1,False,U-11,False,agent,1.0,False,0.1,0.001,0.130313,1.0,40.0,19924900.0,-0.0186539,Not Linear,0.167302,1.0,44.0,15535100.0,-0.218744,Not Linear,0.13755799999999999,1.0,39.0,130495000.0,-0.317337,Not Linear
190,1000,12,Random k-out (k=3) #b,3,1,1,False,N01,False,network,0.5,True,0.1,0.001,0.0140641,0.0,5.0,35.9815,0.20219,Not Linear,0.00234929,0.0,3.0,41.5551,0.05853869999999999,Not Linear,-0.00193448,0.0,4.0,41.8145,0.13887,Not Linear
191,1000,1,Directed Random Tree,5,1000,N,False,N01,False,network,1.0,True,0.1,1.0,0.360763,1.0,0.0,71.6798,0.607919,Not Linear,0.41764300000000004,1.0,0.0,61.8025,0.48674700000000004,Not Linear,0.372058,1.0,1.0,83.7513,0.574612,Not Linear
192,1000,14,Random k-out (k=10) #b,10,1000,N,False,N01,False,agent,0.5,False,0.25,1.0,,0.0,83.0,3.402820000000002e+299,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
193,1000,6,Erdos-Renyi Random #2b,98,5,5,True,U-11,True,no,2.0,False,0.25,0.005,,0.0,19.0,2.533520000000001e+186,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
194,500,13,Random k-out (k=10) #a,10,5,5,True,U01,True,no,2.0,True,0.0,0.01,0.984942,1.0,0.0,1004.69,0.8723870000000001,Linear,0.9822860000000001,1.0,1.0,934.7460000000001,0.871949,Linear,0.9849969999999999,1.0,1.0,964.318,0.764518,Linear
195,1000,5,Erdos-Renyi Random #2a,100,250,N/4,True,U01,True,no,2.0,True,0.25,0.25,,0.0,7.0,1317120000000000.0,0.919378,Invalid,,0.0,10.0,908866000000000.0,0.91284,Invalid,,0.0,9.0,1050010000000000.0,0.910567,Invalid
196,500,11,Random k-out (k=3) #a,3,500,N,True,U-11,True,no,2.0,False,0.0,1.0,0.402093,1.0,35.0,824.273,0.568488,Not Linear,0.771157,1.0,46.0,5051.45,0.803884,Linear,0.972453,1.0,46.0,83888.7,0.939024,Linear
197,1000,3,Erdos-Renyi Random #1a,71,5,5,False,U-11,True,agent,2.0,False,0.0,0.005,,0.0,88.0,1.0279200000000006e+297,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
198,1000,13,Random k-out (k=10) #a,10,5,5,False,U-11,True,no,1.0,True,0.1,0.005,0.449686,1.0,0.0,144.97899999999998,0.48624399999999995,Not Linear,0.346978,1.0,3.0,129.858,0.43568199999999996,Not Linear,0.31797600000000004,1.0,7.0,152.675,0.41023699999999996,Not Linear
199,1000,4,Erdos-Renyi Random #1b,80,250,N/4,False,U01,True,agent,2.0,True,0.0,0.25,0.9184209999999999,1.0,0.0,270.84,0.733116,Linear,0.900418,1.0,0.0,209.13299999999998,0.621271,Linear,0.8817870000000001,1.0,2.0,299.565,0.6932,Linear
200,1000,12,Random k-out (k=3) #b,3,1000,N,False,U01,True,agent,1.0,False,0.1,1.0,0.997743,1.0,3.0,1667.24,0.996923,Linear,0.999341,1.0,0.0,3504.8,0.99945,Linear,0.999607,1.0,2.0,3486.85,0.9995940000000001,Linear
201,1000,1,Directed Random Tree,5,5,5,True,N01,True,no,1.0,False,0.25,0.005,0.665956,1.0,38.0,33028.9,0.299721,Linear,0.983532,1.0,39.0,30767700.0,0.842952,Linear,0.999985,1.0,45.0,823671000.0,0.9643639999999999,Linear
202,1000,12,Random k-out (k=3) #b,3,5,5,True,N01,True,agent,1.0,True,0.1,0.005,0.155807,1.0,17.0,3098.64,0.371461,Not Linear,0.09441820000000001,1.0,18.0,2923.35,0.249121,Not Linear,0.144968,1.0,16.0,4719.33,0.142319,Not Linear
203,500,7,Scale-Free #1a,12,500,N,True,N01,True,agent,2.0,True,0.1,1.0,0.44315200000000005,1.0,21.0,1110.37,0.362002,Not Linear,0.35893800000000003,1.0,19.0,1620.96,0.702166,Not Linear,0.5449109999999999,1.0,17.0,1181.96,0.747491,Linear
204,500,9,Scale-Free #2a,5,500,N,True,N01,True,agent,2.0,False,0.0,1.0,0.991841,1.0,49.0,925767.0,0.9517049999999999,Linear,0.999999,1.0,43.0,5539920000000000.0,0.99608,Linear,1.0,1.0,48.0,2.03812e+20,0.998934,Invalid
205,500,3,Erdos-Renyi Random #1a,38,5,5,False,U-11,True,agent,1.0,False,0.1,0.01,,0.0,64.0,7.751840000000004e+268,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
206,1000,9,Scale-Free #2a,5,1,1,False,N01,True,agent,2.0,True,0.1,0.001,0.171655,1.0,5.0,192.62099999999998,0.547335,Not Linear,0.130434,1.0,8.0,124.463,0.37495300000000004,Not Linear,0.156263,1.0,3.0,231.113,0.48559399999999997,Not Linear
207,1000,7,Scale-Free #1a,28,1000,N,False,U-11,True,agent,2.0,True,0.0,1.0,0.31617199999999995,1.0,17.0,4260.67,0.5889979999999999,Not Linear,0.274543,1.0,17.0,4403.86,0.600526,Not Linear,0.44264799999999993,1.0,14.0,4975.29,0.6341979999999999,Not Linear
208,500,13,Random k-out (k=10) #a,10,125,N/4,False,N01,True,no,2.0,False,0.25,0.25,,0.0,44.0,5.114000000000002e+199,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
209,500,6,Erdos-Renyi Random #2b,99,5,5,True,U-11,False,agent,1.0,False,0.1,0.01,,0.0,86.0,1.2001100000000007e+288,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
210,500,8,Scale-Free #1b,24,1,1,True,U-11,False,agent,2.0,False,0.1,0.002,1.0,1.0,48.0,8.798500000000001e+38,0.9961610000000001,Invalid,1.0,1.0,45.0,1.1592900000000002e+95,-0.0,Invalid,,0.0,51.0,1.0615100000000003e+179,,Invalid
211,1000,7,Scale-Free #1a,28,250,N/4,True,U-11,False,no,2.0,False,0.1,0.25,0.9999969999999999,1.0,44.0,16273200.0,0.932889,Linear,1.0,1.0,38.0,1.97798e+17,0.916272,Invalid,1.0,1.0,49.0,2.1936e+22,0.9590860000000001,Invalid
212,500,13,Random k-out (k=10) #a,10,125,N/4,True,U01,False,no,2.0,False,0.0,0.25,,0.0,21.0,5.688570000000002e+207,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
213,500,2,Directed Random Tree (Reversed),1,5,5,False,U01,False,no,2.0,False,0.0,0.01,0.567275,1.0,3.0,679.4910000000001,0.747696,Linear,0.6148100000000001,1.0,0.0,714.904,0.8354969999999999,Linear,0.614697,1.0,2.0,649.66,0.8368030000000001,Linear
214,1000,9,Scale-Free #2a,5,5,5,False,U-11,False,no,2.0,True,0.1,0.005,0.047519099999999995,1.0,3.0,169.935,0.163945,Not Linear,0.060334900000000004,1.0,4.0,121.28399999999999,0.18798,Not Linear,0.0431887,1.0,2.0,155.701,0.132249,Not Linear
215,500,5,Erdos-Renyi Random #2a,95,500,N,False,U-11,False,agent,2.0,True,0.1,1.0,,0.0,41.0,349047000.0,0.628272,Invalid,,0.0,36.0,648941000.0,0.559796,Invalid,,0.0,35.0,1258860000.0,0.712344,Invalid
216,500,9,Scale-Free #2a,5,125,N/4,False,U-11,False,agent,2.0,False,0.1,0.25,0.9951110000000001,1.0,48.0,2.9174600000000003e+40,0.09152819999999999,Linear,0.997481,1.0,44.0,2.3142700000000005e+100,0.0,Linear,1.0,1.0,59.0,5.037710000000001e+129,0.0,Invalid
217,500,5,Erdos-Renyi Random #2a,95,5,5,True,U-11,False,no,1.0,False,0.1,0.01,,0.0,26.0,9.320080000000002e+194,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
218,500,10,Scale-Free #2b,7,5,5,True,U-11,False,no,1.0,True,0.1,0.01,0.06781469999999999,1.0,2.0,61.0025,0.221691,Not Linear,0.0815034,1.0,3.0,68.2592,0.24710500000000002,Not Linear,0.0412499,0.0,2.0,65.6151,0.246456,Not Linear
219,500,3,Erdos-Renyi Random #1a,38,125,N/4,True,N01,False,no,1.0,True,0.25,0.25,0.505881,1.0,7.0,550383.0,0.42092700000000005,Linear,0.5306029999999999,1.0,12.0,333962.0,0.370431,Linear,0.44199799999999995,1.0,11.0,538495.0,0.332252,Not Linear
220,1000,9,Scale-Free #2a,5,250,N/4,True,U-11,False,agent,1.0,False,0.1,0.25,1.0,1.0,39.0,1.02439e+25,-0.09231139999999999,Invalid,1.0,1.0,47.0,7.441930000000001e+37,1.0,Invalid,1.0,1.0,52.0,1.24652e+27,-1.0,Invalid
221,1000,7,Scale-Free #1a,28,5,5,False,U-11,False,no,2.0,False,0.1,0.005,1.0,1.0,46.0,2630810000000.0,0.7849,Invalid,1.0,1.0,41.0,5.84355e+32,0.999367,Invalid,1.0,1.0,40.0,1.81055e+67,1.0,Invalid
222,500,14,Random k-out (k=10) #b,10,5,5,False,N01,False,agent,2.0,True,0.25,0.01,0.20981999999999998,1.0,19.0,12196.7,0.36939299999999997,Not Linear,0.261412,1.0,23.0,12107.9,0.171801,Not Linear,0.266011,1.0,26.0,9799.03,0.182425,Not Linear
223,500,5,Erdos-Renyi Random #2a,95,125,N/4,False,U-11,False,no,1.0,True,0.1,0.25,,0.0,9.0,629098.0,0.261561,Invalid,,0.0,5.0,853783.0,0.333415,Invalid,,0.0,8.0,818527.0,0.284855,Invalid
224,500,9,Scale-Free #2a,5,500,N,False,U-11,False,no,1.0,False,0.25,1.0,0.029468900000000003,0.0,1.0,83.2707,0.269561,Not Linear,0.07816569999999999,0.0,1.0,74.6835,0.112685,Not Linear,0.0211824,0.0,1.0,77.1862,0.181197,Not Linear
225,1000,2,Directed Random Tree (Reversed),1,5,5,True,U-11,True,agent,2.0,False,0.25,0.005,0.999984,1.0,4.0,43704.5,0.999992,Linear,0.9999969999999999,1.0,0.0,84131.7,0.999999,Linear,0.999999,1.0,0.0,119428.0,0.999999,Linear
226,1000,13,Random k-out (k=10) #a,10,5,5,True,U-11,True,agent,1.0,True,0.0,0.005,0.17743599999999998,1.0,18.0,12449.5,0.27647,Not Linear,0.20834699999999998,1.0,24.0,20916.4,0.335579,Not Linear,0.131965,1.0,25.0,22209.0,0.183193,Not Linear
227,500,4,Erdos-Renyi Random #1b,44,500,N,True,U01,True,agent,2.0,True,0.1,1.0,0.8724129999999999,1.0,1.0,183.155,0.757836,Linear,0.8760120000000001,1.0,0.0,165.32299999999998,0.755267,Linear,0.877733,1.0,0.0,164.429,0.684991,Linear
228,1000,8,Scale-Free #1b,26,1000,N,True,U01,True,network,1.0,False,0.0,1.0,-0.00461675,0.0,0.0,68.9405,0.215692,Not Linear,0.0369478,0.0,0.0,58.903999999999996,0.241211,Not Linear,0.0304765,0.0,1.0,84.3063,0.21185199999999998,Not Linear
229,500,3,Erdos-Renyi Random #1a,38,1,1,False,U01,True,network,2.0,False,0.1,0.002,-0.0827885,0.0,0.0,105.147,0.163553,Not Linear,-0.043194300000000005,0.0,2.0,93.2019,0.183069,Not Linear,0.017381099999999997,0.0,0.0,81.9379,0.27873200000000004,Not Linear
230,1000,8,Scale-Free #1b,26,1,1,False,U01,True,agent,2.0,True,0.1,0.001,0.149601,1.0,3.0,142.609,0.340729,Not Linear,0.241856,1.0,7.0,184.44799999999998,0.5556810000000001,Not Linear,0.173772,1.0,6.0,146.595,0.40514,Not Linear
231,1000,1,Directed Random Tree,5,250,N/4,False,U-11,True,agent,1.0,True,0.0,0.25,0.46598999999999996,1.0,22.0,919.6510000000001,0.7484689999999999,Not Linear,0.388783,1.0,17.0,923.699,0.440902,Not Linear,0.43561300000000003,1.0,20.0,1036.52,0.531972,Not Linear
232,1000,13,Random k-out (k=10) #a,10,250,N/4,False,U-11,True,agent,1.0,False,0.25,0.25,,0.0,96.0,2.7234100000000014e+283,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
233,500,5,Erdos-Renyi Random #2a,95,1,1,True,N01,True,agent,2.0,False,0.1,0.002,1.0,1.0,35.0,7.609050000000002e+138,-0.0,Invalid,,0.0,77.0,8.803940000000005e+284,,Invalid,,0.0,,,,Invalid
234,500,10,Scale-Free #2b,7,5,5,True,N01,True,agent,1.0,True,0.0,0.01,0.586919,1.0,5.0,347.165,0.768907,Linear,0.635405,1.0,7.0,350.99800000000005,0.706433,Linear,0.69076,1.0,17.0,243.38099999999997,0.912909,Linear
235,1000,1,Directed Random Tree,5,250,N/4,True,N01,True,network,1.0,True,0.25,0.25,0.448452,1.0,0.0,69.4484,0.39601,Not Linear,0.353848,1.0,0.0,58.1667,0.589751,Not Linear,0.37873,1.0,2.0,68.2097,0.510468,Not Linear
236,1000,4,Erdos-Renyi Random #1b,80,5,5,False,N01,True,agent,2.0,False,0.0,0.005,,0.0,85.0,1.493250000000001e+292,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
237,1000,13,Random k-out (k=10) #a,10,5,5,False,U-11,True,network,2.0,True,0.25,0.005,0.540329,1.0,0.0,135.08700000000002,0.523842,Linear,0.5019239999999999,1.0,0.0,122.37899999999999,0.392778,Linear,0.490651,1.0,1.0,169.604,0.48518999999999995,Not Linear
238,500,5,Erdos-Renyi Random #2a,95,125,N/4,False,N01,True,agent,1.0,True,0.1,0.25,,0.0,33.0,57315100.0,0.420124,Invalid,,0.0,35.0,74533700.0,0.418915,Invalid,,0.0,31.0,87636700.0,0.5145890000000001,Invalid
239,500,10,Scale-Free #2b,7,500,N,False,N01,True,agent,1.0,False,0.1,1.0,0.858786,1.0,3.0,14837.6,0.926681,Linear,0.863425,1.0,4.0,15855.3,0.9316969999999999,Linear,0.9038799999999999,1.0,5.0,29089.8,0.9519290000000001,Linear
240,1000,7,Scale-Free #1a,28,5,5,True,U01,False,agent,1.0,False,0.1,0.005,0.9862780000000001,1.0,1.0,1755.62,0.9830700000000001,Linear,0.9862639999999999,1.0,3.0,1713.11,0.988785,Linear,0.9865229999999999,1.0,1.0,1788.06,0.9776959999999999,Linear
241,500,12,Random k-out (k=3) #b,3,5,5,True,U01,False,network,1.0,True,0.0,0.01,0.315602,1.0,0.0,52.8038,0.396753,Not Linear,0.30423,1.0,2.0,46.8596,0.534049,Not Linear,0.350831,1.0,0.0,41.2698,0.414066,Not Linear
242,500,5,Erdos-Renyi Random #2a,95,125,N/4,True,U01,False,network,2.0,True,0.1,0.25,0.770755,0.0,0.0,105.194,0.470839,Not Linear,0.5308149999999999,0.0,2.0,93.2437,0.579187,Not Linear,0.6727890000000001,0.0,0.0,82.0304,0.43628,Not Linear
243,500,8,Scale-Free #1b,24,500,N,True,U01,False,agent,1.0,False,0.1,1.0,0.974856,1.0,2.0,850.1039999999999,0.975806,Linear,0.983166,1.0,0.0,904.3589999999999,0.98645,Linear,0.9821059999999999,1.0,3.0,878.8710000000001,0.986814,Linear
244,500,6,Erdos-Renyi Random #2b,99,1,1,False,U-11,False,agent,2.0,False,0.1,0.002,1.0,1.0,45.0,1.6943800000000003e+132,0.0,Invalid,,0.0,81.0,1.3525800000000006e+277,,Invalid,,0.0,,,,Invalid
245,500,9,Scale-Free #2a,5,5,5,False,U01,False,agent,2.0,True,0.1,0.01,0.787335,1.0,2.0,499.8,0.862819,Linear,0.769243,1.0,2.0,518.986,0.839419,Linear,0.81793,1.0,2.0,479.405,0.8931950000000001,Linear
246,500,1,Directed Random Tree,5,125,N/4,False,U-11,False,network,1.0,True,0.0,0.25,0.413282,1.0,3.0,53.0932,0.5065930000000001,Not Linear,0.313313,1.0,5.0,52.153999999999996,0.5144920000000001,Not Linear,0.405606,1.0,2.0,41.4908,0.359689,Not Linear
247,1000,8,Scale-Free #1b,26,250,N/4,False,U-11,False,network,2.0,False,0.1,0.25,0.0356075,0.0,4.0,136.25799999999998,0.198113,Not Linear,0.0109551,0.0,4.0,118.65,0.316046,Not Linear,0.0150356,0.0,5.0,171.229,0.298692,Not Linear
248,500,6,Erdos-Renyi Random #2b,99,5,5,True,N01,False,network,1.0,False,0.25,0.01,,0.0,4.0,53.7045,0.400955,Invalid,,0.0,4.0,63.9674,0.48896999999999996,Invalid,,0.0,4.0,48.4919,0.350093,Invalid
249,500,10,Scale-Free #2b,7,1,1,True,U-11,False,network,2.0,True,0.0,0.002,0.0366899,0.0,1.0,105.745,0.18415499999999999,Not Linear,0.023640599999999998,0.0,2.0,94.0111,0.254184,Not Linear,-0.0107599,0.0,0.0,87.126,0.182667,Not Linear
250,1000,5,Erdos-Renyi Random #2a,100,250,N/4,True,U-11,False,network,1.0,True,0.25,0.25,,0.0,1.0,68.8462,0.614606,Invalid,,0.0,1.0,58.4098,0.464499,Invalid,,0.0,2.0,84.7193,0.560633,Invalid
251,500,13,Random k-out (k=10) #a,10,125,N/4,True,U-11,False,network,1.0,False,0.0,0.25,0.32795100000000005,1.0,2.0,51.9939,0.33108899999999997,Not Linear,0.278541,1.0,2.0,66.1957,0.419149,Not Linear,0.319323,1.0,2.0,39.5896,0.403727,Not Linear
252,1000,2,Directed Random Tree (Reversed),1,1,1,False,U-11,False,agent,1.0,False,0.0,0.001,0.0369245,1.0,39.0,51137100.0,-0.218681,Not Linear,0.06881010000000001,1.0,43.0,17663400.0,0.440171,Not Linear,0.176182,1.0,40.0,322578000.0,-0.694641,Not Linear
253,1000,13,Random k-out (k=10) #a,10,1,1,False,U-11,False,network,2.0,True,0.1,0.001,-0.0522674,0.0,0.0,136.58,0.0922544,Not Linear,0.0225233,0.0,0.0,117.736,0.196461,Not Linear,-0.0391415,0.0,1.0,169.195,0.0235595,Not Linear
254,1000,3,Erdos-Renyi Random #1a,71,1000,N,False,U-11,False,agent,2.0,True,0.1,1.0,,0.0,33.0,2501390000.0,0.568711,Invalid,,0.0,41.0,958732000.0,0.362705,Invalid,,0.0,38.0,1128500000.0,0.357109,Invalid
255,1000,12,Random k-out (k=3) #b,3,1000,N,False,N01,False,network,1.0,False,0.1,1.0,0.307691,1.0,4.0,67.9571,0.514835,Not Linear,0.325268,1.0,4.0,58.4048,0.348641,Not Linear,0.307258,1.0,5.0,92.1687,0.528403,Not Linear
