Trial,N,structure_instance_num,structure,num_X_vars,g,g_level,randomize_update_seq,b_distro,b_0_is_zero,normalize_bs,error_variance,normalize_yis,uninformed_rate,g_rate,MA_R2_Adj__t_100,MA-p_value__t_100,Outliers_Dropped__t_100,Max_Y__100,Max_Corr_Y__100,Classification__t_100,MA_R2_Adj__t_250,MA-p_value__t_250,Outliers_Dropped__t_250,Max_Y__250,Max_Corr_Y__250,Classification__t_250,MA_R2_Adj__t_500,MA-p_value__t_500,Outliers_Dropped__t_500,Max_Y__500,Max_Corr_Y__500,Classification__t_500
90,500,5,Erdos-Renyi Random #2a,95,125,N/4,False,U-11,True,network,1.0,False,0.1,0.25,,0.0,6.0,53.4757,0.48953900000000006,Invalid,,0.0,6.0,62.2008,0.395575,Invalid,,0.0,6.0,40.1333,0.40031,Invalid
91,500,12,Random k-out (k=3) #b,3,5,5,False,U01,True,network,1.0,False,0.0,0.01,0.14078800000000002,1.0,0.0,52.6113,0.33766799999999997,Not Linear,0.144899,1.0,2.0,46.6279,0.459362,Not Linear,0.137464,1.0,0.0,41.0233,0.320482,Not Linear
92,100,6,Erdos-Renyi Random #2b,41,5,5,False,U-11,True,agent,1.0,True,0.1,0.05,0.548617,1.0,20.0,1409.05,0.427692,Linear,0.5941270000000001,1.0,15.0,1557.3,0.373089,Linear,0.46164799999999995,1.0,22.0,1352.3,0.301816,Not Linear
93,100,8,Scale-Free #1b,6,25,N/4,True,U-11,True,network,0.5,True,0.1,0.25,0.0429252,0.0,7.0,13.0873,0.20884,Not Linear,0.0503018,1.0,7.0,13.5137,0.17743,Not Linear,0.051920100000000004,0.0,7.0,14.3119,0.196874,Not Linear
94,500,1,Directed Random Tree,5,125,N/4,True,U01,True,agent,1.0,False,0.0,0.25,0.999718,1.0,2.0,4198.21,0.999741,Linear,0.999927,1.0,3.0,9183.18,0.9999299999999999,Linear,0.9999809999999999,1.0,2.0,13992.3,0.9999879999999999,Linear
95,500,10,Scale-Free #2b,7,5,5,True,U-11,True,network,1.0,False,0.1,0.01,0.0569121,0.0,5.0,55.428000000000004,0.131051,Not Linear,0.0258943,0.0,5.0,62.5207,0.175808,Not Linear,0.0134423,0.0,5.0,39.5389,0.159434,Not Linear
96,500,6,Erdos-Renyi Random #2b,99,1,1,True,U-11,True,network,1.0,True,0.0,0.002,,0.0,0.0,52.6024,0.248376,Invalid,,0.0,1.0,46.5524,0.362831,Invalid,,0.0,0.0,41.183,0.160502,Invalid
97,100,13,Random k-out (k=10) #a,10,25,N/4,False,U-11,False,agent,0.5,True,0.0,0.25,0.429516,1.0,28.0,3504.38,0.5313939999999999,Not Linear,0.409847,1.0,23.0,4161.32,0.477633,Not Linear,0.439173,1.0,22.0,3719.27,0.434488,Not Linear
98,100,2,Directed Random Tree (Reversed),1,25,N/4,False,U-11,False,agent,1.0,False,0.25,0.25,0.795664,1.0,42.0,24998100.0,0.9999790000000001,Linear,0.7678229999999999,1.0,40.0,4249490000000.0,-1.0,Linear,0.36676,1.0,52.0,489078.0,-0.581441,Not Linear
99,500,11,Random k-out (k=3) #a,3,1,1,False,N01,False,agent,0.5,False,0.1,0.002,0.816602,1.0,39.0,4.10651e+67,0.601787,Linear,,0.0,49.0,4.001530000000001e+151,,Invalid,,0.0,71.0,1.2379500000000006e+286,,Invalid
100,100,7,Scale-Free #1a,4,1,1,False,N01,False,no,1.0,True,0.25,0.01,0.0029023000000000005,0.0,4.0,40.528,0.19147999999999998,Not Linear,0.011303,0.0,2.0,36.0789,0.170829,Not Linear,0.031018200000000003,0.0,4.0,36.4202,-0.044286599999999995,Not Linear
101,500,12,Random k-out (k=3) #b,3,500,N,True,N01,False,no,0.5,True,0.1,1.0,0.335548,1.0,3.0,133.19299999999998,0.431001,Not Linear,0.294811,1.0,2.0,121.87100000000001,0.434408,Not Linear,0.312064,1.0,1.0,125.49799999999999,0.443558,Not Linear
102,100,7,Scale-Free #1a,4,100,N,True,N01,False,agent,0.5,False,0.1,1.0,0.999864,1.0,46.0,728961000000000.0,0.9999530000000001,Linear,1.0,1.0,43.0,2.89445e+50,0.9999979999999999,Invalid,1.0,1.0,49.0,2.5557700000000003e+42,1.0,Invalid
103,100,14,Random k-out (k=10) #b,10,5,5,True,U-11,False,agent,1.0,False,0.25,0.05,,0.0,45.0,2.9572000000000006e+176,,Invalid,,0.0,91.0,2.987610000000002e+269,,Invalid,,0.0,99.0,-1.944210000000001e+298,,Invalid
104,100,2,Directed Random Tree (Reversed),1,5,5,True,U-11,False,agent,1.0,True,0.0,0.05,0.0748023,1.0,17.0,404.019,0.275099,Not Linear,0.061146400000000004,1.0,24.0,387.085,-0.157953,Not Linear,0.0572994,1.0,18.0,871.3660000000001,0.225336,Not Linear
105,500,10,Scale-Free #2b,7,500,N,False,U01,False,agent,0.5,True,0.1,1.0,0.968462,1.0,2.0,512.239,0.98,Linear,0.971708,1.0,0.0,534.63,0.9837459999999999,Linear,0.973052,1.0,0.0,523.097,0.988477,Linear
106,500,5,Erdos-Renyi Random #2a,95,125,N/4,False,U01,False,agent,1.0,False,0.25,0.25,0.9787379999999999,1.0,0.0,908.169,0.9803729999999999,Linear,0.985142,1.0,0.0,963.0319999999999,0.980923,Linear,0.979089,1.0,0.0,901.4680000000001,0.9855659999999999,Linear
107,100,14,Random k-out (k=10) #b,10,5,5,False,U01,False,no,1.0,False,0.0,0.05,0.9999,1.0,24.0,1.5080900000000003e+152,0.0,Linear,,0.0,,,,Invalid,,0.0,,,,Invalid
108,100,11,Random k-out (k=3) #a,3,25,N/4,True,U01,False,agent,0.5,True,0.25,0.25,0.7267859999999999,1.0,2.0,51.5695,0.674729,Linear,0.7438229999999999,1.0,1.0,60.8122,0.745201,Linear,0.777292,1.0,0.0,59.6005,0.7245119999999999,Linear
109,100,2,Directed Random Tree (Reversed),1,25,N/4,True,U-11,False,no,0.5,False,0.0,0.25,0.32359299999999996,1.0,1.0,20.1774,0.522489,Not Linear,0.436337,1.0,0.0,25.2302,0.6825319999999999,Not Linear,0.34575700000000004,1.0,3.0,21.5972,0.5680470000000001,Not Linear
110,500,10,Scale-Free #2b,7,5,5,True,U01,False,agent,1.0,False,0.1,0.01,0.9650190000000001,1.0,1.0,780.809,0.9806440000000001,Linear,0.965945,1.0,1.0,788.785,0.9834639999999999,Linear,0.9706020000000001,1.0,0.0,784.4960000000001,0.985512,Linear
111,500,5,Erdos-Renyi Random #2a,95,1,1,True,U01,False,agent,1.0,True,0.1,0.002,-1.61006,0.0,0.0,60.1369,0.25548200000000004,Not Linear,0.154449,0.0,2.0,54.43899999999999,0.22985500000000003,Not Linear,0.0417563,0.0,0.0,47.8922,0.28525900000000004,Not Linear
112,100,8,Scale-Free #1b,6,25,N/4,False,N01,True,agent,1.0,True,0.1,0.25,0.633549,1.0,7.0,135.02,0.6515270000000001,Linear,0.629749,1.0,13.0,121.89200000000001,0.513651,Linear,0.66708,1.0,22.0,104.22399999999999,0.6434350000000001,Linear
113,500,3,Erdos-Renyi Random #1a,38,125,N/4,False,N01,True,no,1.0,False,0.25,0.25,,0.0,,,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
114,500,10,Scale-Free #2b,7,5,5,False,N01,True,no,0.5,False,0.1,0.01,0.07089839999999999,0.0,32.0,89.3823,0.191477,Not Linear,0.0806423,0.0,33.0,87.4764,0.343411,Not Linear,0.104593,0.0,33.0,122.5,0.29383000000000004,Not Linear
115,500,7,Scale-Free #1a,12,1,1,False,N01,True,agent,1.0,True,0.1,0.002,0.203256,1.0,11.0,86.2759,0.42044,Not Linear,0.209031,1.0,16.0,78.4662,0.4729,Not Linear,0.215929,1.0,11.0,60.4553,0.376471,Not Linear
116,500,9,Scale-Free #2a,5,500,N,True,U-11,True,agent,0.5,True,0.1,1.0,0.435497,1.0,16.0,262.532,0.703436,Not Linear,0.457746,1.0,13.0,186.99900000000002,0.744209,Not Linear,0.447632,1.0,15.0,168.3,0.750034,Not Linear
117,500,6,Erdos-Renyi Random #2b,99,125,N/4,True,N01,True,agent,0.5,False,0.1,0.25,,0.0,,,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
118,500,14,Random k-out (k=10) #b,10,5,5,True,U-11,True,no,1.0,False,0.25,0.01,0.37597800000000003,1.0,31.0,8.127850000000001e+49,0.466334,Not Linear,0.711717,1.0,31.0,1.0062200000000002e+122,0.0,Linear,,0.0,41.0,1.2285500000000006e+242,,Invalid
119,100,7,Scale-Free #1a,4,5,5,True,U-11,True,no,0.5,True,0.1,0.05,0.0349864,0.0,5.0,16.151,-0.0783356,Not Linear,0.00135979,0.0,1.0,14.8732,0.219113,Not Linear,0.05648619999999999,0.0,4.0,14.0512,0.203085,Not Linear
120,500,9,Scale-Free #2a,5,125,N/4,False,U01,True,no,1.0,True,0.0,0.25,0.875434,1.0,2.0,185.12099999999998,0.935665,Linear,0.853957,1.0,5.0,122.03,0.8697540000000001,Linear,0.8727950000000001,1.0,3.0,125.96600000000001,0.938832,Linear
121,500,5,Erdos-Renyi Random #2a,95,500,N,False,U-11,True,no,0.5,False,0.25,1.0,,0.0,,,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
122,100,10,Scale-Free #2b,5,5,5,False,U-11,True,no,1.0,False,0.0,0.05,0.0387249,1.0,1.0,28.1697,0.21557300000000001,Not Linear,0.0394684,0.0,2.0,35.0357,0.2867,Not Linear,0.07807760000000001,1.0,0.0,24.739,0.174619,Not Linear
123,500,2,Directed Random Tree (Reversed),1,5,5,False,U-11,True,no,1.0,True,0.25,0.01,0.174232,1.0,1.0,50.6559,0.519489,Not Linear,0.20531999999999997,1.0,3.0,54.4075,0.43040500000000004,Not Linear,0.149427,1.0,2.0,45.3538,0.39276500000000003,Not Linear
124,100,13,Random k-out (k=10) #a,10,100,N,True,U-11,True,agent,1.0,True,0.25,1.0,0.46976999999999997,1.0,34.0,6101.27,0.574963,Not Linear,0.404724,1.0,22.0,16159.7,0.5645479999999999,Not Linear,0.47290600000000005,1.0,33.0,4138.0,0.42803900000000006,Not Linear
125,100,2,Directed Random Tree (Reversed),1,100,N,True,U-11,True,no,0.5,False,0.1,1.0,0.160669,1.0,1.0,14.5655,0.343815,Not Linear,0.232027,1.0,0.0,15.8162,0.395415,Not Linear,0.124911,1.0,4.0,14.4723,0.376632,Not Linear
126,100,12,Random k-out (k=3) #b,3,1,1,True,U-11,True,agent,0.5,False,0.1,0.01,0.868,1.0,47.0,2.02879e+62,0.762794,Linear,,1.0,45.0,3.738170000000001e+161,,Invalid,,0.0,69.0,6.169990000000003e+270,,Invalid
127,100,3,Erdos-Renyi Random #1a,15,1,1,True,U01,True,no,1.0,True,0.1,0.01,0.0990552,1.0,8.0,28.4566,0.220717,Not Linear,0.12106600000000001,1.0,4.0,32.8786,0.17902300000000002,Not Linear,0.128423,1.0,4.0,35.7655,0.39581500000000003,Not Linear
128,500,8,Scale-Free #1b,24,125,N/4,False,U-11,False,agent,1.0,False,0.1,0.25,1.0,1.0,40.0,6.298030000000002e+79,0.0,Invalid,1.0,1.0,56.0,3.956520000000001e+150,0.0,Invalid,,0.0,77.0,8.392300000000003e+176,,Invalid
129,500,3,Erdos-Renyi Random #1a,38,5,5,True,U-11,True,no,0.5,False,0.25,0.01,0.73675,1.0,22.0,2.1574100000000004e+104,0.0,Linear,,0.0,37.0,4.275330000000002e+258,,Invalid,,0.0,,,,Invalid
130,1000,9,Scale-Free #2a,5,1,1,True,U-11,True,no,0.5,True,0.1,0.001,0.0221746,0.0,2.0,38.8844,0.229115,Not Linear,0.0813752,1.0,3.0,37.9805,0.22864400000000001,Not Linear,0.042069,1.0,1.0,41.6938,0.0888687,Not Linear
131,1000,6,Erdos-Renyi Random #2b,98,1000,N,True,U01,True,no,0.5,True,0.1,1.0,,0.0,9.0,2031160000000000.0,0.902551,Invalid,,0.0,11.0,1307220000000000.0,0.9075120000000001,Invalid,,0.0,11.0,1583900000000000.0,0.895978,Invalid
132,500,12,Random k-out (k=3) #b,3,125,N/4,True,U-11,True,no,0.5,False,0.1,0.25,0.35592399999999996,1.0,34.0,410.647,0.38609299999999996,Not Linear,0.443799,1.0,45.0,1879.74,0.596266,Not Linear,0.87297,1.0,41.0,487432.0,-0.2411,Linear
133,500,7,Scale-Free #1a,12,5,5,False,U01,True,no,1.0,False,0.0,0.01,1.0,1.0,45.0,1.6624e+55,0.999817,Invalid,1.0,1.0,45.0,9.811170000000002e+134,0.0,Invalid,,0.0,61.0,5.0610600000000024e+250,,Invalid
134,500,9,Scale-Free #2a,5,1,1,False,U01,True,agent,0.5,True,0.1,0.002,0.389393,1.0,10.0,34.9333,0.663305,Not Linear,0.392685,1.0,6.0,45.2452,0.644096,Not Linear,0.47051099999999996,1.0,3.0,34.7898,0.7634850000000001,Not Linear
135,1000,6,Erdos-Renyi Random #2b,98,250,N/4,False,U-11,True,no,1.0,True,0.1,0.25,,0.0,10.0,637490.0,0.396431,Invalid,,0.0,8.0,634246.0,0.423329,Invalid,,0.0,7.0,684381.0,0.5001479999999999,Invalid
136,500,13,Random k-out (k=10) #a,10,125,N/4,False,U01,True,agent,1.0,False,0.25,0.25,0.997641,1.0,0.0,1124.86,0.9974120000000001,Linear,0.998708,1.0,0.0,1636.21,0.9987010000000001,Linear,0.9995200000000001,1.0,1.0,2059.29,0.999476,Linear
137,1000,7,Scale-Free #1a,28,1,1,True,U-11,True,agent,0.5,False,0.1,0.001,1.0,1.0,43.0,7.00802e+42,0.9685969999999999,Invalid,1.0,1.0,45.0,2.8516500000000008e+104,0.0,Invalid,,0.0,52.0,2.123100000000001e+200,,Invalid
138,500,13,Random k-out (k=10) #a,10,1,1,True,N01,True,agent,1.0,True,0.1,0.002,0.0492124,0.0,20.0,94.8338,0.090616,Not Linear,0.0851063,1.0,14.0,106.65299999999999,0.266573,Not Linear,0.132249,1.0,14.0,123.226,0.287075,Not Linear
139,1000,2,Directed Random Tree (Reversed),1,250,N/4,True,U-11,True,no,1.0,True,0.1,0.25,0.34242100000000003,1.0,1.0,62.6165,0.6425569999999999,Not Linear,0.23546199999999998,1.0,0.0,77.9776,0.5035810000000001,Not Linear,0.28371,1.0,1.0,93.1718,0.565077,Not Linear
140,1000,12,Random k-out (k=3) #b,3,1000,N,True,U-11,True,no,1.0,False,0.0,1.0,0.4996,1.0,29.0,1906.44,0.488588,Not Linear,0.580205,1.0,40.0,62476.0,0.815397,Linear,0.732685,1.0,42.0,28945200.0,0.293364,Linear
141,500,2,Directed Random Tree (Reversed),1,5,5,False,U-11,True,agent,1.0,False,0.0,0.01,0.9999549999999999,1.0,2.0,7210.65,0.999978,Linear,0.9999790000000001,1.0,0.0,11102.3,0.9999889999999999,Linear,0.9999899999999999,1.0,2.0,16754.8,0.9999959999999999,Linear
142,1000,10,Scale-Free #2b,7,5,5,False,N01,True,no,1.0,True,0.25,0.005,0.0127181,0.0,0.0,98.2281,0.15681199999999998,Not Linear,0.0189416,0.0,1.0,98.0451,0.145895,Not Linear,-0.0139977,0.0,3.0,98.8219,0.120722,Not Linear
143,500,6,Erdos-Renyi Random #2b,99,500,N,False,N01,True,no,1.0,True,0.0,1.0,,0.0,29.0,7029930000000.0,0.391489,Invalid,,0.0,24.0,16384800000000.0,0.32982,Invalid,,0.0,23.0,12992700000000.0,0.347965,Invalid
144,500,10,Scale-Free #2b,7,125,N/4,False,U-11,True,no,0.5,False,0.1,0.25,0.0376732,0.0,5.0,26.9501,0.24977199999999997,Not Linear,0.024414599999999998,0.0,1.0,37.3889,0.208731,Not Linear,0.09280110000000001,0.0,0.0,29.1714,0.230737,Not Linear
145,500,7,Scale-Free #1a,12,5,5,True,U01,False,agent,1.0,False,0.1,0.01,0.9743360000000001,1.0,0.0,878.515,0.9775790000000001,Linear,0.969986,1.0,2.0,880.45,0.972744,Linear,0.9766290000000001,1.0,2.0,852.439,0.9805520000000001,Linear
146,500,10,Scale-Free #2b,7,5,5,True,U-11,False,no,1.0,True,0.0,0.01,0.08317089999999999,1.0,1.0,57.9455,0.204311,Not Linear,0.125047,1.0,1.0,68.2592,0.260954,Not Linear,0.0795275,0.0,3.0,65.6151,0.19029200000000002,Not Linear
147,1000,4,Erdos-Renyi Random #1b,80,250,N/4,True,U01,False,no,0.5,True,0.25,0.25,0.9948620000000001,1.0,4.0,854492000000.0,0.801242,Linear,0.994158,1.0,7.0,815739000000.0,0.747372,Linear,0.9929690000000001,1.0,3.0,718084000000.0,0.713899,Linear
148,1000,11,Random k-out (k=3) #a,3,250,N/4,True,U-11,False,no,0.5,False,0.1,0.25,0.358754,1.0,24.0,492.251,0.280451,Not Linear,0.325218,1.0,29.0,601.625,0.38341,Not Linear,0.449999,1.0,39.0,811.581,0.427598,Not Linear
149,500,7,Scale-Free #1a,12,5,5,False,U01,False,no,0.5,False,0.1,0.01,0.9999979999999999,1.0,25.0,8.991480000000001e+61,0.9985809999999999,Linear,1.0,1.0,25.0,4.8142500000000015e+151,0.0,Invalid,,0.0,41.0,2.467300000000001e+287,,Invalid
150,500,10,Scale-Free #2b,7,5,5,False,U01,False,no,0.5,True,0.25,0.01,0.8617530000000001,1.0,1.0,390.506,0.911609,Linear,0.8561709999999999,1.0,3.0,388.222,0.9237270000000001,Linear,0.8748360000000001,1.0,2.0,400.981,0.938577,Linear
151,500,4,Erdos-Renyi Random #1b,44,125,N/4,False,U-11,False,no,1.0,True,0.1,0.25,0.41370100000000004,1.0,3.0,1376.73,0.398486,Not Linear,0.46853999999999996,1.0,4.0,1209.5,0.505538,Not Linear,0.41706099999999996,1.0,8.0,875.2819999999999,0.356036,Not Linear
152,1000,9,Scale-Free #2a,5,250,N/4,False,U-11,False,no,1.0,False,0.1,0.25,0.039001999999999995,0.0,9.0,100.28200000000001,0.101168,Not Linear,0.053199800000000005,0.0,5.0,104.54,0.0996937,Not Linear,0.0371096,0.0,5.0,108.945,0.12879300000000002,Not Linear
153,500,7,Scale-Free #1a,12,5,5,True,N01,False,agent,0.5,False,0.1,0.01,1.0,1.0,43.0,1.00299e+60,1.0,Invalid,1.0,1.0,56.0,4.624330000000001e+118,-0.0,Invalid,,0.0,70.0,9.463470000000002e+171,,Invalid
154,500,11,Random k-out (k=3) #a,3,1,1,True,U-11,False,agent,0.5,True,0.0,0.002,-0.026753,0.0,15.0,1029.85,0.0981831,Not Linear,-0.0213384,0.0,15.0,1034.51,0.18218,Not Linear,-0.0212648,0.0,15.0,1022.06,0.102421,Not Linear
155,1000,4,Erdos-Renyi Random #1b,80,250,N/4,True,U-11,False,agent,0.5,True,0.25,0.25,,0.0,30.0,471294000.0,0.456844,Invalid,,0.0,33.0,1671960000.0,0.581104,Invalid,,0.0,33.0,324897000.0,0.393237,Invalid
156,1000,13,Random k-out (k=10) #a,10,250,N/4,True,U-11,False,agent,1.0,False,0.0,0.25,,0.0,98.0,-4.3097900000000023e+294,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
157,500,3,Erdos-Renyi Random #1a,38,1,1,False,N01,False,no,0.5,False,0.0,0.002,0.482317,1.0,21.0,1.0881800000000002e+72,0.23618000000000003,Not Linear,,0.0,38.0,2.940700000000001e+178,,Invalid,,0.0,,,,Invalid
158,1000,11,Random k-out (k=3) #a,3,5,5,False,N01,False,agent,1.0,True,0.25,0.005,0.274814,1.0,14.0,15071.0,0.292444,Not Linear,0.16100799999999998,1.0,19.0,12674.6,0.289457,Not Linear,0.206868,1.0,19.0,11741.6,0.341082,Not Linear
159,500,2,Directed Random Tree (Reversed),1,125,N/4,False,U-11,False,agent,0.5,True,0.1,0.25,0.0998325,1.0,21.0,3337.98,0.310336,Not Linear,0.07825019999999999,1.0,23.0,5403.93,0.140932,Not Linear,0.252446,1.0,21.0,5632.52,0.49816800000000006,Not Linear
160,1000,8,Scale-Free #1b,26,250,N/4,False,U-11,False,agent,0.5,False,0.1,0.25,1.0,1.0,48.0,6.047180000000001e+83,-0.0,Invalid,,0.0,54.0,5.282450000000002e+202,,Invalid,,0.0,80.0,3.523880000000002e+202,,Invalid
161,500,5,Erdos-Renyi Random #2a,95,1,1,True,U-11,True,network,1.0,False,0.1,0.002,,0.0,7.0,57.0144,0.156372,Invalid,,0.0,6.0,64.5564,0.194419,Invalid,,0.0,6.0,41.6133,0.332269,Invalid
162,500,8,Scale-Free #1b,24,5,5,True,U01,True,agent,1.0,True,0.1,0.01,0.96173,1.0,8.0,247.855,0.947124,Linear,0.957825,1.0,1.0,348.337,0.97485,Linear,0.961485,1.0,5.0,299.469,0.9682639999999999,Linear
163,1000,3,Erdos-Renyi Random #1a,71,250,N/4,True,U01,True,network,1.0,True,0.1,0.25,0.7103430000000001,1.0,0.0,68.2924,0.322071,Linear,0.682477,1.0,0.0,58.9682,0.41990200000000005,Linear,0.70011,1.0,1.0,84.7415,0.561187,Linear
164,1000,11,Random k-out (k=3) #a,3,250,N/4,True,U01,True,agent,0.5,False,0.1,0.25,0.998257,1.0,1.0,1016.14,0.997632,Linear,0.999193,1.0,2.0,1221.29,0.999157,Linear,0.9996719999999999,1.0,0.0,2080.09,0.999602,Linear
165,500,6,Erdos-Renyi Random #2b,99,5,5,False,U01,True,network,0.5,False,0.1,0.01,,0.0,0.0,26.2955,0.41872299999999996,Invalid,,0.0,2.0,23.3176,0.40053099999999997,Invalid,,0.0,0.0,20.5012,0.33668000000000003,Invalid
166,500,10,Scale-Free #2b,7,5,5,False,U01,True,network,1.0,True,0.25,0.01,0.0470301,1.0,0.0,56.5274,0.241353,Not Linear,0.0743267,0.0,2.0,50.8339,0.35284099999999996,Not Linear,0.0340885,0.0,0.0,42.5521,0.201562,Not Linear
167,500,7,Scale-Free #1a,12,125,N/4,False,U01,True,agent,1.0,True,0.1,0.25,0.9670139999999999,1.0,5.0,307.91700000000003,0.9699959999999999,Linear,0.962411,1.0,1.0,355.06,0.970249,Linear,0.9727049999999999,1.0,2.0,394.661,0.9795379999999999,Linear
168,500,10,Scale-Free #2b,7,125,N/4,False,U01,True,agent,1.0,False,0.1,0.25,0.999949,1.0,0.0,13523.1,0.999875,Linear,0.99995,1.0,5.0,19799.8,0.999899,Linear,0.999959,1.0,2.0,32510.2,0.9998370000000001,Linear
169,1000,4,Erdos-Renyi Random #1b,80,1,1,True,U-11,True,network,1.0,False,0.25,0.001,-0.00259216,0.0,3.0,66.2803,0.25511799999999996,Not Linear,0.0444732,0.0,3.0,56.4042,0.189538,Not Linear,-0.17341099999999998,0.0,4.0,84.2678,0.28324499999999997,Not Linear
170,1000,12,Random k-out (k=3) #b,3,1,1,True,U-11,True,agent,1.0,True,0.1,0.001,0.0054871,0.0,16.0,96.1941,0.08239289999999999,Not Linear,0.036704099999999996,0.0,18.0,160.40200000000002,0.195935,Not Linear,0.0179321,0.0,11.0,135.72799999999998,0.09403330000000001,Not Linear
171,1000,1,Directed Random Tree,5,250,N/4,True,U-11,True,agent,0.5,True,0.1,0.25,0.36081799999999997,1.0,14.0,509.517,0.703304,Not Linear,0.361275,1.0,21.0,522.761,0.35631,Not Linear,0.38979,1.0,19.0,628.888,0.610917,Not Linear
172,1000,12,Random k-out (k=3) #b,3,250,N/4,True,U-11,True,agent,1.0,False,0.0,0.25,,0.0,43.0,6.467350000000002e+181,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
173,1000,3,Erdos-Renyi Random #1a,71,5,5,False,N01,True,network,1.0,False,0.0,0.005,0.184789,0.0,3.0,71.1787,0.485595,Not Linear,0.22644099999999998,0.0,3.0,57.8573,0.303687,Not Linear,0.114926,0.0,4.0,92.1719,0.361514,Not Linear
174,1000,11,Random k-out (k=3) #a,3,1,1,False,N01,True,network,0.5,True,0.25,0.001,-0.0114538,0.0,1.0,34.2596,0.0870751,Not Linear,-0.000943554,0.0,1.0,29.1542,0.16839300000000001,Not Linear,-0.00392226,0.0,2.0,42.3156,-0.00562897,Not Linear
175,1000,6,Erdos-Renyi Random #2b,98,1000,N,False,U-11,True,agent,1.0,True,0.0,1.0,,0.0,38.0,8161570000.0,0.519566,Invalid,,0.0,40.0,8539610000.0,0.6904779999999999,Invalid,,0.0,37.0,13907000000.0,0.613725,Invalid
176,500,12,Random k-out (k=3) #b,3,125,N/4,False,U-11,True,agent,1.0,False,0.25,0.25,,0.0,46.0,2.757160000000001e+175,,Invalid,,0.0,96.0,8.564770000000006e+300,,Invalid,,0.0,,,,Invalid
177,1000,4,Erdos-Renyi Random #1b,80,5,5,True,U01,False,agent,1.0,False,0.1,0.005,0.9797520000000001,1.0,1.0,1426.29,0.9760200000000001,Linear,0.9761479999999999,1.0,0.0,1493.24,0.978267,Linear,0.975123,1.0,0.0,1451.65,0.9656129999999999,Linear
178,1000,13,Random k-out (k=10) #a,10,1,1,True,U01,False,agent,0.5,True,0.1,0.001,-0.0121777,0.0,0.0,126.11399999999999,0.234731,Not Linear,0.0104794,0.0,0.0,122.03299999999999,0.188296,Not Linear,-0.044276300000000005,0.0,1.0,131.237,0.123581,Not Linear
179,1000,6,Erdos-Renyi Random #2b,98,250,N/4,True,U01,False,network,0.5,True,0.25,0.25,,0.0,0.0,34.1605,0.46238,Invalid,,0.0,0.0,29.4967,0.382077,Invalid,,0.0,1.0,42.3837,0.509754,Invalid
180,500,14,Random k-out (k=10) #b,10,500,N,True,U01,False,agent,1.0,False,0.0,1.0,0.921406,1.0,0.0,683.5260000000001,0.903127,Linear,0.9211370000000001,1.0,0.0,692.482,0.9357030000000001,Linear,0.907791,1.0,4.0,656.1560000000001,0.9076620000000001,Linear
181,1000,1,Directed Random Tree,5,5,5,False,U01,False,network,1.0,False,0.0,0.005,0.149668,1.0,0.0,68.6803,0.522039,Not Linear,0.16481300000000002,1.0,0.0,59.3672,0.28186100000000003,Not Linear,0.10397999999999999,1.0,1.0,85.1397,0.29825999999999997,Not Linear
182,1000,11,Random k-out (k=3) #a,3,5,5,False,U-11,False,network,1.0,True,0.1,0.005,0.306026,1.0,1.0,68.9985,0.462791,Not Linear,0.221421,1.0,1.0,61.7766,0.391646,Not Linear,0.372933,1.0,2.0,86.4303,0.44658100000000006,Not Linear
183,500,4,Erdos-Renyi Random #1b,44,500,N,False,U01,False,agent,0.5,True,0.0,1.0,0.947742,1.0,0.0,79.9352,0.686276,Linear,0.941594,1.0,0.0,80.0816,0.8388329999999999,Linear,0.937068,1.0,0.0,80.2981,0.7175050000000001,Linear
184,500,8,Scale-Free #1b,24,125,N/4,False,U-11,False,network,0.5,False,0.25,0.25,-0.0106251,0.0,2.0,28.7399,0.199707,Not Linear,-0.012054500000000001,0.0,2.0,33.9888,0.298953,Not Linear,0.0431544,0.0,2.0,21.2882,0.262148,Not Linear
185,500,4,Erdos-Renyi Random #1b,44,5,5,True,U-11,False,agent,0.5,False,0.25,0.01,,0.0,67.0,3.833870000000002e+272,,Invalid,,0.0,,,,Invalid,,0.0,,,,Invalid
186,1000,10,Scale-Free #2b,7,5,5,True,U-11,False,network,0.5,True,0.0,0.005,0.07904850000000001,0.0,4.0,35.1463,0.24906999999999999,Not Linear,0.057074099999999996,1.0,5.0,29.8845,0.332099,Not Linear,-0.027112,0.0,4.0,41.5694,0.0892923,Not Linear
187,500,4,Erdos-Renyi Random #1b,44,125,N/4,True,N01,False,agent,0.5,True,0.25,0.25,0.841518,1.0,33.0,1796960.0,0.499342,Linear,0.794111,1.0,30.0,2039660.0,0.397892,Linear,0.8063060000000001,1.0,31.0,1773870.0,0.477041,Linear
188,1000,11,Random k-out (k=3) #a,3,250,N/4,True,N01,False,agent,0.5,False,0.0,0.25,0.906071,1.0,44.0,5.266790000000001e+153,0.0,Linear,,0.0,97.0,7.261170000000004e+306,,Invalid,,0.0,,,,Invalid
